code_muni,tmax_mean,tmin_mean,pr_mean,rh_mean,rs_mean
1508001,23.875643754753987,17.330800639561645,145.0957885134937,63.46134277901879,12.381112267083966
1508035,23.734438407335414,17.4600852002158,49.04186752206699,64.26808393494326,11.261166903124728
1508050,23.741246470927912,17.448018485811396,223.54395444704704,62.43820087863526,12.412388577042892
1508084,24.107288430729103,16.319977650375154,51.152965029130776,61.662579069202636,12.30401829410423
1508100,24.12794075836318,16.093349074044138,56.1467525954625,61.37270390452214,12.35086631143964
1508126,24.018171259337606,16.860989688305366,95.36381403446083,61.77507341264839,12.958389069998699
1508159,23.32982013430534,17.078626447685167,180.54187430377903,62.427905567637495,12.270463704153405
1508209,23.609930179457884,18.277052997696725,43.07173704659758,64.28781106204293,11.368010305826871
1508308,23.680135464059635,17.363581846446287,144.65567774905435,64.4482249632093,11.631942484597785
1508357,24.090137533948454,16.519912489283254,68.24644450880544,61.7846687609426,11.879609106082311
1508407,24.01219294552512,16.151171901381353,82.47110661603314,60.90232002778862,13.397903565811474
1600055,22.900546648815066,17.065145668350684,158.37965742544586,62.8434735486708,12.39662900303836
1600105,23.418016097678894,17.742340133188755,159.6697634808612,63.52443560105726,12.413511305935943
1600154,22.727033174373734,16.917470892060532,196.60321710140258,62.76944897420477,12.443211759823187
1600204,23.276499993242147,17.572024531977277,256.28764702378623,63.4418085683793,12.425331959030329
1600212,23.61364105009767,17.926759692779065,62.33441385101405,63.619087894311605,12.425467346256005
